ts_epoch,Hex,Flight,Lat,Lon,Alt,Track,Speed,Squawk,Messages,Groundspeed,Rate_of_climb,af_category,ts_iso8601
1693090335,a59d63,ASA281  ,44.665429,-93.714585,34000,278.3,407.3,1375,1980,407.3,0,A3,2023-08-26T17:52:14-05:00
1693090335,abb6bc,,0,0,0,0,0,,2724,0,0,A2,2023-08-26T17:52:14-05:00
1693090365,ac058a,,44.643084,-93.213702,10675,355.2,288,6133,53,288,-1408,,2023-08-26T17:52:44-05:00
1693090365,a35d79,,44.153275,-93.469827,21025,0,0,1313,8,0,0,,2023-08-26T17:52:44-05:00
1693090365,a16ff1,DAL8868 ,45.504044,-92.330279,36000,285.4,403.4,2606,144,403.4,0,A5,2023-08-26T17:52:44-05:00
1693090365,a66175,N510AF  ,45.006564,-92.189562,30000,302,280.8,5622,47,280.8,0,A1,2023-08-26T17:52:44-05:00
1693090365,a605f0,,0,0,0,0,0,,5,0,0,,2023-08-26T17:52:44-05:00
1693090365,a2b133,UAL755  ,45.591167,-92.891602,37000,105.6,521.2,6621,324,521.2,0,A3,2023-08-26T17:52:44-05:00
1693090365,acb82c,DAL2034 ,44.867386,-92.616904,14625,269.2,346,1364,1514,346,-2368,A3,2023-08-26T17:52:44-05:00
1693090365,a6dfbf,JIA5588 ,44.665558,-92.59552,13475,111.4,369.5,3630,1117,369.5,0,A3,2023-08-26T17:52:44-05:00
1693090365,a9bb53,N726RF  ,44.996429,-92.511553,14625,99.9,419.2,534,1640,419.2,0,A2,2023-08-26T17:52:44-05:00
1693090365,ad2baa,,44.361629,-92.09792,35000,102.9,522.3,3515,1048,522.3,0,A3,2023-08-26T17:52:44-05:00
1693090365,a6ff6c,,0,0,0,0,0,,1901,0,0,A3,2023-08-26T17:52:44-05:00
1693090365,ade191,DAL2992 ,44.893799,-92.886723,11175,293.8,292.8,3311,2515,292.8,-1920,A3,2023-08-26T17:52:44-05:00
1693090365,ac0b96,,0,0,0,0,0,,194,0,0,A3,2023-08-26T17:52:44-05:00
1693090365,aaeb1b,,0,0,0,0,0,,2132,0,0,A1,2023-08-26T17:52:44-05:00
1693090365,abb839,N854WS  ,44.941315,-93.065447,500,287.1,13.6,,743,13.6,0,A7,2023-08-26T17:52:44-05:00
1693090365,a44308,DAL1717 ,44.960431,-93.098078,7750,299,256,2441,3451,256,-512,A3,2023-08-26T17:52:44-05:00
1693090365,c058bf,ACA740  ,44.514267,-91.144867,40975,90.6,546,,1803,546,0,A5,2023-08-26T17:52:44-05:00
1693090365,a65a7a,,0,0,0,0,0,,1206,0,0,A1,2023-08-26T17:52:44-05:00
1693090365,a59d63,ASA281  ,44.665429,-93.714585,34000,278.3,407.3,1375,1980,407.3,0,A3,2023-08-26T17:52:44-05:00
